RecordedDate,song1,song2,song3,song4,song5,song6,song7,song8,song9,song10,song11,song12,song13,song14,song15,song16,song17,song18,song19,song20,song21,song22,song23,song24,song25,song26,song27,song28,song29,song30,song31,song32,song33,song34,song35,song36,song37,song38,ATTCHECK,ATTCHECK.r,song39,song40,song41,song42,song43,song44,song45,song46,song47,song48,song49,song50,CHOICE,describe,certain.liking,age,gender,gender‎‎.selfdescribe,OPTIONS
9/23/21 14:02,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,1,1,2,2,2,1,2,2,2,2,2,1,2,"Lil Nas X appeared in an urban neighborhood on his horse, and proceeded to square dance in the street. This prompted a women to engage in a dance battle with him, suddenly they raced. Car vs Horse. Then, Billy Ray Cyrus appeared in a Maserati Sports car, to which he drove Lil Nas X to the local saloon. They performed Old Town Road with help from Brad Pitt on the washboard. Everyone square danced.",4,20,1,,38
9/23/21 14:07,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,1,1,1,,1,1,1,2,2,2,1,1,2,1,2,2,1,1,"She broke up with her boyfriend and doesn't understand how he moved on so fast, she is going to get revenge in some way as evidenced by her buying gasoline.",7,22,1,,15
9/23/21 14:13,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,,1,1,,2,2,2,2,2,2,,2,2,1,2,the band was singing the song and then singing with a clown,4,20,0,,34
9/23/21 14:16,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,,1,1,2,2,2,2,2,2,2,1,2,1,2,2,Olivia Rodrigo driving and talking about her past relationship,5,21,1,,33
9/23/21 14:23,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,was not the song i thought,1,18,0,,13
9/23/21 15:12,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,,1,1,1,1,2,2,1,2,2,1,2,1,1,2,Bruno Mars signing with friends in a oink suit,4,20,1,,23
9/23/21 16:21,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,,1,1,1,1,2,1,2,2,2,2,2,2,2,2,Harry Styles fell in love with a fish.,6,20,0,,32
9/23/21 16:23,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,,1,1,1,2,2,2,1,2,2,2,2,2,1,1,dancing,7,21,0,,32
9/23/21 16:30,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,1,1,1,,1,2,1,2,1,2,1,1,2,1,2,1,1,1,It seemed to be mostly set at a football game and a dirt bike arena. Grimes was often surrounded by men who were more often than not shirtless. There is definitely some symbolism behind it but im not sure what that is.,7,20,0,,22
9/23/21 16:37,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,,1,1,1,2,2,1,1,1,1,2,2,1,1,2,"Billie sang about being a ""bad guy"" and danced around various sets including a Hollywood home and rode a scooter through the street.",4,21,0,,24
9/23/21 16:43,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,,1,1,1,1,2,1,2,1,1,1,1,2,2,2,"Madonna sang what it felt like to be with this new guy, making her feel like a virgin.",3,20,1,,17
9/23/21 17:59,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,,1,1,1,2,2,2,1,1,2,1,1,2,1,1,Billie breaks through a yellow wall and takes out her Invisalign. She then dances in different settings with different people.,7,20,0,,32
9/23/21 19:23,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,,1,2,2,2,2,1,1,2,2,2,2,1,2,2,"lots of just close ups of kacey singing in diff outfits, she had a band of guys w suits behind her in one of the shots",7,20,0,,32
9/23/21 19:27,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,,1,2,1,2,2,2,1,2,2,2,2,2,2,1,The Weeknd went on a crazy adventure which ended with him trying to hitchhike.,5,21,0,,35
9/23/21 19:33,2,2,1,2,2,1,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,1,1,1,1,2,1,1,2,2,2,2,2,1,2,"There was a group of girls that danced to Justin Bieber's song ""Sorry"" the entire music video.",5,20,0,,33
9/23/21 20:39,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,1,1,1,2,2,2,2,2,2,1,2,2,2,1,Olivia was singing and dancing in various locations.,7,22,1,,39
9/23/21 20:46,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,"the three singers were the main focus, and then they would show black and white clips from old shows and movies and progressed into more modern colored clips",5,20,0,,49
9/23/21 21:30,2,2,1,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"The guy (a pro boxer) seemed to be happy with his female partner and child but she did not appear happy. He went to a match one day, and although he won, when he came back she had left and taken the baby.",2,20,0,,14
9/24/21 6:50,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,,1,2,2,1,2,2,1,2,2,2,2,1,1,2,a man got painted,7,20,0,,25
9/24/21 8:14,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,,1,1,1,1,1,1,1,2,2,2,2,2,1,2,"Zac Brown band sang their song chicken fried in different scenes while it showed people dancing, saluting, drinkng, eating etc",3,21,0,,32
9/24/21 9:30,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,,1,1,1,2,2,2,1,2,1,2,1,2,1,2,She wears invisalign and rides kiddie cars and rolls around on a carpet thing and then there are bruised knees and fat men and then she sat on someone while he was doing a pushup. also she had blood coming from her nose,6,21,0,,30
9/24/21 9:44,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,,1,1,1,1,2,1,2,2,2,2,2,1,1,2,spice girls sang wannabe and danced,5,19,0,,25
9/24/21 10:15,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,,1,1,1,2,2,2,2,2,2,2,2,1,2,2,"In the music video, it seemed to play clips from the movie on Eminem's life. Lots of the lyrics correlated with some of the images on the screen.",6,19,0,,36
9/24/21 10:27,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,1,2,2,,1,1,1,1,2,1,2,2,2,2,2,2,2,1,"The girl in the music video likes the boy next door, and she was trying to catch his attention. Later, he finally notices her and enjoys her performance. Surprisingly, at the end, he gave his phone number to one guy in the band instead of the girl. It turned out that he likes guys not gals lol.",7,24,0,,34
9/24/21 10:44,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,,1,1,2,1,1,1,1,2,1,1,1,2,1,2,She was singing under lights where sparks were flying down at one point and then also had a part where she was flinging away fake water droplets. Mostly everyone in the video was wearing black. She also was dancing with an umbrella for a lot of the time.,7,22,0,,27
9/24/21 10:53,2,2,1,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,,1,1,1,2,2,2,2,2,2,1,1,2,1,2,"It showed the different lives of people throughout what I believe as LA, and they all are going about their lives with Tiny Dancer as their background music to life.",5,19,1,,28
9/24/21 11:35,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,1,Olivia was riding in the car and imagining how it would been if they were still together.,6,19,0,,49
9/24/21 12:42,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,,1,2,2,2,2,2,2,1,1,1,1,1,2,2,The video was about heart break and the need for closure. In the video Adele is trying to make a call to her past love but does not seem to get a answer. However she get closure in at least trying.,5,19,1,,28
9/24/21 12:53,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,,1,1,2,2,2,2,1,1,2,1,2,1,1,2,Dancing around in different parts of a old town. feels western/country,5,19,1,,23
9/24/21 13:12,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,,1,1,1,2,2,2,1,2,2,2,2,2,1,1,Beyonce and her back up dancers danced along with the song.,6,20,0,,24
9/24/21 15:22,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,1,2,1,2,2,2,1,2,John and his wife having ups and downs in their relationship,5,20,0,,38
9/24/21 15:30,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,,1,1,2,2,2,2,2,2,2,2,2,2,1,2,"Bruno Mars was going around town singing the song and dancing in different parts of town. He was walking down the street and in a court, as well as in the hair salon.",5,20,0,,42
9/24/21 17:02,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,1,2,2,,1,1,1,2,1,1,2,2,1,1,1,1,1,1,The man has worked hard to become better at boxing so he can earn more money and make his wife and a small kid proud. The video is very motivational and the music fits very well into the scenes.,7,20,1,,22
9/24/21 17:08,1,2,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,2,,1,1,2,2,1,2,1,1,1,1,1,2,1,2,"The Weeknd drove around in his car, danced, and had a bloody face.",5,22,1,,19
9/24/21 17:34,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,,1,2,1,2,1,2,1,1,2,1,2,2,2,1,Kanye west is in a large lot with what appear to be a ballet class playing the piano while the girls dance. Then they all sit at a large dining table and have a toast.,6,20,1,,28
9/24/21 18:11,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,,1,1,2,2,1,2,1,1,1,1,1,1,1,2,"It started with a monologue, which it also ended with. Kendrick drove around in a car with some other guys, floated through the streets and danced and it cut back and forth to different shots. At the end, he was on top of a street lamp, a cop came and fired a ""finger gun"" at him and it was like a real bullet hit him and fell slowly",5,21,0,,17
9/24/21 18:20,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,,1,1,1,2,1,2,1,1,2,1,1,1,2,1,It shows eminem starting out struggling in his life and rap battles but then throughout the video he gets better and improves himself,5,19,1,,27
9/24/21 19:10,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,1,1,,1,1,2,2,2,2,1,1,2,2,2,2,2,2,"She takes elements of the ""teenage dream"" idea and actively destroys them, reflecting her feelings about her lost love moving on",3,20,0,,34
9/24/21 19:12,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,,1,1,1,2,2,1,1,1,1,1,1,1,1,2,"At first Kesha woke up in a bath tub after a night out. Then she went downstairs and shocked her family by how she looked, and then went out to do things in the city.",5,19,0,,6
9/24/21 20:05,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,,1,1,1,2,2,2,1,2,2,2,1,2,1,2,abstract dancing of a little girl who I presume is meant to show Sia as a kid. The setting is in a very rundown looking home.,5,19,1,,29
9/24/21 20:06,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,,1,1,1,1,1,1,1,2,2,1,1,1,1,1,Ariana Grande and other celebrities recreated mean girls and other famous movies,7,21,0,,13
9/24/21 20:17,2,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,2,,1,1,1,1,1,2,2,1,,1,1,2,2,2,It started off with roddy rich in his car about to race someone while singing the lyrics and then proceeded to roddy in a basketball game where he dunked the ball and put his arm in the rim.,3,19,1,,21
9/24/21 20:57,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,2,2,1,1,2,2,Madonna was singing in Europe about a virgin. She was displayed as a women who was in love with a man who wore a lions mask. A lion was also shown in this music video.,4,20,0,,14
9/24/21 21:15,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,1,2,1,2,2,2,2,2,2,2,1,Rhianna is dancing around with an umbrella,6,20,0,,39
9/24/21 21:32,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,Taylor Swift made a fool of herself but owned it.,4,20,0,,36
9/24/21 23:33,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,This music video comprised of Beyonce and two backup dancers dancing while Beyonce sings. The room is solid white and does not change except for a few times the lighting changed,5,20,1,,41
9/24/21 23:41,2,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,,1,1,1,1,1,1,1,2,1,1,1,1,2,1,Differente scenes of people walking happily,4,20,1,,21
9/24/21 23:50,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,,1,1,1,2,2,1,1,1,1,2,2,1,2,2,"The music video showed clips of Lady Gaga and Bradley Cooper singing their song ""Shallow"" from the movie A Star is Born.",7,20,1,,26
9/25/21 1:43,1,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,"Pharrell Williams sang and danced in different settings, and people of varying backgrounds did the same.",5,19,0,,30
9/25/21 6:41,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,Whitney Houston will always love you and no one can match her voice.,6,19,1,,35
9/25/21 7:05,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,,1,1,1,2,1,2,1,1,2,1,2,2,1,2,Kendrick Lamar describes racial discrimination and police brutality from his experience growing up in a low-income minority area.,3,20,0,,18
9/25/21 7:24,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,,1,1,1,2,1,1,1,2,1,1,2,1,1,2,Britney Spears was a flight attendant on a plane attempting to seduce different men. Then the scene switched and she was riding a motorcycle through a city.,4,21,0,,17
9/25/21 7:39,1,2,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,,1,1,1,1,2,2,2,2,2,1,1,2,1,1,"Music video opens up with the weekend signing in some kind of night club. Everyone is wearing masks.Eventually, the weekend finds a woman who is not wearing a mask and they dance together. Then the women holds a gun to the weekends head. Then the weekend shoots himself but the gun is fake and every applauds.",7,20,1,,26
9/25/21 9:24,2,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,,1,1,1,2,1,2,1,1,2,1,1,1,1,2,"The Weeknd was traveling through a city at high speeds in his Mercedes while singing about the blinding lights. Most of the video contained the colors black and red, and his face was even bleeding.",6,20,1,,19
9/25/21 9:28,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,,1,2,1,1,2,1,2,2,2,2,2,2,2,2,Grimes was filmed dancing/interacting with other people in a sports arena.,5,19,0,,34
9/25/21 9:47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,,1,1,1,2,2,2,2,2,2,2,1,2,1,2,"Jay-z Rapped his verse in the rain, then Rihanna sung her parts in the rain occasionally with an umbrella.",5,20,1,,20
9/25/21 9:57,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,,1,1,1,1,1,2,1,2,1,1,1,1,1,1,There were 2 guys in the music video. The guys are singing about not wanting to tell the giels what should and should not be doing. Maybe these girls changed after fame and money got to their heads.,5,22,0,,16
9/25/21 11:03,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,the music video started with multiple scenes of the highway and of people in cars all of different backgrounds listening to the song.,6,23,0,,43
9/25/21 11:52,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,1,2,1,,1,1,1,2,2,2,1,1,2,1,1,2,2,2,"The lead singer was with his family, and there was also a boxing scene.",5,19,1,,27
9/25/21 11:54,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,,1,1,1,1,1,2,1,2,1,1,1,2,1,1,An emotional girl was asking for a second chance in a dark yet optimistic setting.,7,21,1,,18
9/25/21 12:01,2,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,2,,1,1,1,1,1,1,2,2,2,1,2,1,2,2,the bad was singing and playing with different angles and weird dance moves,6,19,0,,24
9/25/21 12:05,1,2,2,2,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,,1,1,1,2,2,2,1,1,2,1,2,2,1,2,Adele was sitting in a chair singing most of the video in an empty house. There were glasses on the floor vibrating to the beat.,5,20,0,,26
9/25/21 13:07,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,1,1,2,,1,1,1,2,1,2,1,1,2,1,1,1,2,2,There was a detective looking for Michael Jackson who seems to be on the run. The detective never ends up catching him and is arrested at the end.,5,19,1,,20
9/25/21 13:54,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,,1,1,1,1,2,1,2,1,1,1,1,2,2,2,There is only a cover of beattles in the video.,5,20,1,,12
9/25/21 14:16,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,,1,1,1,1,1,2,1,2,1,1,1,1,2,2,"the walls were being colored in geometric designs with warm colors like brown, peach, cream and the were covering the artist too",4,20,0,,25