StartDate,EndDate,Attention_check,Understanding,Intentions,Empowerment1,Empowerment2,Gender,Age,Condition
9/21/2023 16:30,9/21/2023 16:32,5,4,5,5,5,2,63,ProspectofEx-AnteExplanation
9/21/2023 16:31,9/21/2023 16:32,11,6,6,6,7,2,59,ProspectofEx-AnteExplanation
9/21/2023 16:31,9/21/2023 16:32,7,2,3,2,3,1,37,Control
9/21/2023 16:29,9/21/2023 16:32,6,6,4,4,6,1,34,ProspectofEx-PostExplanation
9/21/2023 16:32,9/21/2023 16:33,5,1,1,1,1,2,43,ProspectofEx-AnteExplanation
9/21/2023 16:33,9/21/2023 16:34,9,2,3,5,4,2,35,ProspectofEx-AnteExplanation
9/21/2023 16:32,9/21/2023 16:34,5,2,5,6,6,2,40,Control
9/21/2023 16:34,9/21/2023 16:35,18,2,3,3,3,1,56,ProspectofEx-AnteExplanation
9/21/2023 16:35,9/21/2023 16:35,7,1,1,1,1,1,55,Control
9/21/2023 16:31,9/21/2023 16:35,5,1,2,6,7,1,43,ProspectofEx-PostExplanation
9/21/2023 16:29,9/21/2023 16:36,5,1,1,2,2,1,43,ProspectofEx-PostExplanation
9/21/2023 16:35,9/21/2023 16:37,12,1,3,4,3,1,57,ProspectofEx-PostExplanation
9/21/2023 16:36,9/21/2023 16:38,7,5,4,6,6,2,40,ProspectofEx-AnteExplanation
9/21/2023 16:37,9/21/2023 16:38,5,1,1,1,1,2,26,Control
9/21/2023 16:38,9/21/2023 16:38,9,4,4,4,4,1,50,Control
9/21/2023 16:38,9/21/2023 16:39,28,,,,,,,
9/21/2023 16:38,9/21/2023 16:39,5,4,4,4,5,1,23,ProspectofEx-PostExplanation
9/21/2023 16:39,9/21/2023 16:40,27,4,2,4,4,2,45,ProspectofEx-AnteExplanation
9/21/2023 16:40,9/21/2023 16:40,7,5,2,1,1,1,29,Control
9/21/2023 16:40,9/21/2023 16:41,7,2,2,3,3,2,33,ProspectofEx-PostExplanation
9/21/2023 16:39,9/21/2023 16:41,10,1,1,2,1,2,52,ProspectofEx-PostExplanation
9/21/2023 16:41,9/21/2023 16:42,9,1,1,1,1,3,51,ProspectofEx-AnteExplanation
9/21/2023 16:40,9/21/2023 16:42,6,,,,,,,
9/21/2023 16:40,9/21/2023 16:42,9,5,6,6,6,2,55,ProspectofEx-AnteExplanation
9/21/2023 16:41,9/21/2023 16:42,12,2,2,5,5,2,45,ProspectofEx-PostExplanation
9/21/2023 16:41,9/21/2023 16:42,11,6,2,6,5,2,52,Control
9/21/2023 16:40,9/21/2023 16:42,25,1,1,1,1,1,56,Control
9/21/2023 16:42,9/21/2023 16:43,9,2,2,4,3,2,28,Control
9/21/2023 16:43,9/21/2023 16:44,9,2,2,4,4,1,32,Control
9/21/2023 16:41,9/21/2023 16:44,9,4,2,3,3,2,36,ProspectofEx-AnteExplanation
9/21/2023 16:42,9/21/2023 16:44,5,2,1,3,2,1,23,ProspectofEx-PostExplanation
9/21/2023 16:43,9/21/2023 16:45,16,4,2,4,4,2,44,ProspectofEx-AnteExplanation
9/21/2023 16:43,9/21/2023 16:45,8,2,1,1,1,2,52,ProspectofEx-PostExplanation
9/21/2023 16:43,9/21/2023 16:46,30,4,4,5,5,2,30,Control
9/21/2023 16:46,9/21/2023 16:46,17,3,2,5,5,1,33,ProspectofEx-AnteExplanation
9/21/2023 16:45,9/21/2023 16:47,20,4,4,4,4,1,49,ProspectofEx-AnteExplanation
9/21/2023 16:46,9/21/2023 16:47,8,2,2,2,2,2,66,ProspectofEx-PostExplanation
9/21/2023 16:47,9/21/2023 16:47,10,5,5,5,5,1,31,ProspectofEx-AnteExplanation
9/21/2023 16:46,9/21/2023 16:47,7,1,4,4,4,2,60,Control
9/21/2023 16:45,9/21/2023 16:48,10,1,1,2,3,2,46,ProspectofEx-PostExplanation
9/21/2023 16:47,9/21/2023 16:49,5,1,4,4,4,1,41,ProspectofEx-PostExplanation
9/21/2023 16:48,9/21/2023 16:49,24,4,6,7,7,1,29,Control
9/21/2023 16:48,9/21/2023 16:49,23,3,3,5,4,2,45,ProspectofEx-AnteExplanation
9/21/2023 16:49,9/21/2023 16:50,5,6,4,3,4,2,22,Control
9/21/2023 16:49,9/21/2023 16:50,13,3,3,4,3,1,49,Control
9/21/2023 16:46,9/21/2023 16:50,15,1,6,7,7,2,67,ProspectofEx-PostExplanation
9/21/2023 16:50,9/21/2023 16:51,8,2,4,4,4,2,26,ProspectofEx-AnteExplanation
9/21/2023 16:51,9/21/2023 16:52,16,2,4,5,5,1,39,ProspectofEx-AnteExplanation
9/21/2023 16:51,9/21/2023 16:52,7,1,3,3,4,1,57,ProspectofEx-PostExplanation
9/21/2023 16:52,9/21/2023 16:54,13,6,1,3,2,2,63,ProspectofEx-PostExplanation
9/21/2023 16:53,9/21/2023 16:54,2,,,,,,,
9/21/2023 16:53,9/21/2023 16:54,6,2,2,4,4,1,39,Control
9/21/2023 16:53,9/21/2023 16:54,18,2,1,2,2,2,39,Control
9/21/2023 16:54,9/21/2023 16:55,8,6,1,7,7,1,50,ProspectofEx-AnteExplanation
9/21/2023 16:54,9/21/2023 16:55,8,1,3,5,5,1,32,ProspectofEx-PostExplanation
9/21/2023 16:54,9/21/2023 16:55,6,3,1,4,3,2,64,ProspectofEx-PostExplanation
9/21/2023 16:55,9/21/2023 16:56,6,4,3,5,5,2,29,Control
9/21/2023 16:55,9/21/2023 16:56,11,2,1,1,1,1,56,ProspectofEx-AnteExplanation
9/21/2023 16:55,9/21/2023 16:56,8,5,3,7,5,1,48,ProspectofEx-AnteExplanation
9/21/2023 16:55,9/21/2023 16:56,10,2,3,3,2,2,23,Control
9/21/2023 16:56,9/21/2023 16:57,11,4,4,4,4,1,35,ProspectofEx-PostExplanation
9/21/2023 16:56,9/21/2023 16:57,5,7,5,6,7,2,42,Control
9/21/2023 16:56,9/21/2023 16:57,18,5,6,6,4,2,35,ProspectofEx-AnteExplanation
9/21/2023 16:57,9/21/2023 16:57,8,1,1,1,1,1,37,Control
9/21/2023 16:56,9/21/2023 16:58,6,1,1,2,2,1,60,ProspectofEx-PostExplanation
9/21/2023 16:56,9/21/2023 16:58,11,4,4,5,5,1,64,ProspectofEx-AnteExplanation
9/21/2023 16:58,9/21/2023 16:59,5,4,3,5,5,2,42,ProspectofEx-AnteExplanation
9/21/2023 16:56,9/21/2023 16:59,6,4,3,5,4,2,33,ProspectofEx-PostExplanation
9/21/2023 16:58,9/21/2023 16:59,6,1,1,1,1,2,72,Control
9/21/2023 16:59,9/21/2023 17:00,5,1,4,5,5,2,47,ProspectofEx-AnteExplanation
9/21/2023 16:59,9/21/2023 17:00,5,1,1,2,2,2,24,ProspectofEx-PostExplanation
9/21/2023 17:01,9/21/2023 17:02,5,2,1,2,2,1,52,Control
9/21/2023 17:02,9/21/2023 17:03,10,1,5,1,1,2,30,Control
9/21/2023 17:03,9/21/2023 17:03,8,,,,,,,
9/21/2023 17:04,9/21/2023 17:05,6,4,5,5,5,1,28,ProspectofEx-AnteExplanation
9/21/2023 17:04,9/21/2023 17:06,16,5,5,5,5,1,37,ProspectofEx-PostExplanation
9/21/2023 17:05,9/21/2023 17:07,6,4,5,4,4,1,41,ProspectofEx-AnteExplanation
9/21/2023 17:07,9/21/2023 17:08,6,4,4,6,5,1,23,Control
9/21/2023 17:07,9/21/2023 17:08,6,6,3,4,5,3,30,ProspectofEx-PostExplanation
9/21/2023 17:07,9/21/2023 17:09,8,1,3,4,4,2,55,Control
9/21/2023 17:08,9/21/2023 17:09,7,1,2,3,3,2,38,ProspectofEx-PostExplanation
9/21/2023 17:09,9/21/2023 17:10,5,2,4,6,6,1,37,ProspectofEx-AnteExplanation
9/21/2023 17:08,9/21/2023 17:11,5,1,1,2,2,3,53,ProspectofEx-PostExplanation
9/21/2023 17:11,9/21/2023 17:11,9,3,5,5,5,1,35,Control
9/21/2023 17:11,9/21/2023 17:12,18,3,1,1,1,2,44,ProspectofEx-AnteExplanation
9/21/2023 17:11,9/21/2023 17:12,8,1,1,1,1,1,36,Control
9/21/2023 17:11,9/21/2023 17:13,11,3,4,4,5,1,40,ProspectofEx-PostExplanation
9/21/2023 17:13,9/21/2023 17:14,14,2,1,3,2,1,27,ProspectofEx-PostExplanation
9/21/2023 17:12,9/21/2023 17:14,5,3,3,3,5,2,31,ProspectofEx-AnteExplanation
9/21/2023 17:14,9/21/2023 17:15,5,2,4,3,4,2,65,Control
9/21/2023 17:14,9/21/2023 17:15,9,5,6,5,5,2,39,ProspectofEx-AnteExplanation
9/21/2023 17:13,9/21/2023 17:15,10,5,4,6,6,1,56,Control
9/21/2023 17:15,9/21/2023 17:16,0,,,,,,,
9/21/2023 17:15,9/21/2023 17:16,6,4,3,3,3,2,71,ProspectofEx-AnteExplanation
9/21/2023 17:14,9/21/2023 17:16,8,1,2,1,1,2,64,ProspectofEx-PostExplanation
9/21/2023 17:15,9/21/2023 17:16,5,3,5,7,7,2,42,ProspectofEx-AnteExplanation
9/21/2023 17:15,9/21/2023 17:16,9,2,2,2,2,2,37,Control
9/21/2023 17:15,9/21/2023 17:17,63,3,3,2,2,1,31,ProspectofEx-PostExplanation
9/21/2023 17:16,9/21/2023 17:17,6,2,2,3,3,2,54,ProspectofEx-AnteExplanation
9/21/2023 17:18,9/21/2023 17:18,3,,,,,,,
9/21/2023 17:17,9/21/2023 17:18,18,7,7,7,7,1,29,ProspectofEx-PostExplanation
9/21/2023 17:17,9/21/2023 17:18,6,3,5,3,6,2,33,Control
9/21/2023 17:18,9/21/2023 17:19,8,5,6,6,6,2,22,ProspectofEx-AnteExplanation
9/21/2023 17:17,9/21/2023 17:19,11,5,2,3,4,1,38,Control
9/21/2023 17:18,9/21/2023 17:20,7,1,4,6,6,1,55,ProspectofEx-PostExplanation
9/21/2023 17:21,9/21/2023 17:22,21,4,4,3,5,1,50,Control
9/21/2023 17:21,9/21/2023 17:22,24,2,1,2,1,1,28,ProspectofEx-PostExplanation
9/21/2023 17:22,9/21/2023 17:23,7,3,4,5,4,2,64,ProspectofEx-AnteExplanation
9/21/2023 17:23,9/21/2023 17:24,6,,,,,,,
9/21/2023 17:24,9/21/2023 17:26,8,4,5,6,5,1,76,ProspectofEx-AnteExplanation
9/21/2023 17:24,9/21/2023 17:26,8,1,1,1,1,2,28,ProspectofEx-PostExplanation
9/21/2023 17:25,9/21/2023 17:26,6,1,1,1,1,1,60,Control
9/21/2023 17:24,9/21/2023 17:26,5,4,3,4,3,1,35,Control
9/21/2023 17:25,9/21/2023 17:26,20,1,1,3,3,1,39,ProspectofEx-PostExplanation
9/21/2023 17:26,9/21/2023 17:27,5,2,1,5,3,2,39,ProspectofEx-AnteExplanation
9/21/2023 17:25,9/21/2023 17:27,19,5,4,6,6,1,45,ProspectofEx-AnteExplanation
9/21/2023 17:27,9/21/2023 17:28,11,2,4,3,2,1,40,Control
9/21/2023 17:29,9/21/2023 17:30,0,,,,,,,
9/21/2023 17:29,9/21/2023 17:30,43,2,2,1,1,1,30,Control
9/21/2023 17:29,9/21/2023 17:30,17,1,1,1,1,2,33,ProspectofEx-PostExplanation
9/21/2023 17:30,9/21/2023 17:31,12,3,3,6,6,1,31,ProspectofEx-AnteExplanation
9/21/2023 17:29,9/21/2023 17:31,18,1,1,1,1,2,33,ProspectofEx-PostExplanation
9/21/2023 17:30,9/21/2023 17:32,6,5,4,5,5,1,38,ProspectofEx-AnteExplanation
9/21/2023 17:33,9/21/2023 17:34,7,1,1,4,1,1,42,ProspectofEx-PostExplanation
9/21/2023 17:33,9/21/2023 17:34,16,7,5,6,6,1,32,Control
9/21/2023 17:32,9/21/2023 17:34,13,5,5,4,7,2,77,Control
9/21/2023 17:33,9/21/2023 17:35,6,2,5,6,6,1,50,ProspectofEx-AnteExplanation
9/21/2023 17:34,9/21/2023 17:35,13,5,2,3,3,1,33,ProspectofEx-PostExplanation
9/21/2023 17:35,9/21/2023 17:36,10,4,5,5,5,2,26,ProspectofEx-PostExplanation
9/21/2023 17:35,9/21/2023 17:36,5,4,1,1,1,2,30,ProspectofEx-PostExplanation
9/21/2023 17:35,9/21/2023 17:36,15,5,5,6,6,2,58,Control
9/21/2023 17:35,9/21/2023 17:36,9,1,3,2,3,1,29,Control
9/21/2023 17:35,9/21/2023 17:37,6,2,6,7,7,1,62,ProspectofEx-AnteExplanation
9/21/2023 17:36,9/21/2023 17:38,17,7,5,6,5,1,39,Control
9/21/2023 17:38,9/21/2023 17:38,10,5,4,6,6,2,29,ProspectofEx-AnteExplanation
9/21/2023 17:34,9/21/2023 17:40,5,4,5,4,5,2,45,ProspectofEx-AnteExplanation
9/21/2023 17:28,9/21/2023 17:41,6,4,2,5,5,1,35,Control
9/21/2023 17:37,9/21/2023 17:41,20,5,5,5,5,3,29,ProspectofEx-PostExplanation
9/21/2023 17:41,9/21/2023 17:41,7,2,4,5,4,1,28,ProspectofEx-AnteExplanation
9/21/2023 17:39,9/21/2023 17:42,5,5,4,5,5,2,59,ProspectofEx-PostExplanation
9/21/2023 17:40,9/21/2023 17:42,5,7,6,7,7,2,45,ProspectofEx-AnteExplanation
9/21/2023 17:41,9/21/2023 17:43,9,3,4,5,5,1,40,ProspectofEx-PostExplanation
9/21/2023 17:40,9/21/2023 17:43,10,1,2,4,4,1,47,Control
9/21/2023 17:41,9/21/2023 17:43,19,1,2,2,2,1,48,ProspectofEx-PostExplanation
9/21/2023 17:42,9/21/2023 17:43,12,2,1,2,2,1,36,Control
9/21/2023 17:43,9/21/2023 17:44,5,2,3,4,3,2,57,ProspectofEx-AnteExplanation
9/21/2023 17:43,9/21/2023 17:44,5,2,4,5,5,1,37,Control
9/21/2023 17:43,9/21/2023 17:44,6,1,4,1,1,2,38,ProspectofEx-AnteExplanation
9/21/2023 17:43,9/21/2023 17:45,26,5,3,4,4,2,32,ProspectofEx-PostExplanation
9/21/2023 17:44,9/21/2023 17:45,8,6,4,5,5,1,24,ProspectofEx-PostExplanation
9/21/2023 17:42,9/21/2023 17:45,10,2,4,5,5,1,70,ProspectofEx-AnteExplanation
9/21/2023 17:45,9/21/2023 17:46,24,3,3,4,3,1,40,Control
9/21/2023 17:44,9/21/2023 17:46,6,6,5,6,6,2,56,Control
9/21/2023 17:45,9/21/2023 17:46,12,5,5,4,4,1,34,ProspectofEx-PostExplanation
9/21/2023 17:46,9/21/2023 17:47,15,3,6,3,5,2,37,ProspectofEx-AnteExplanation
9/21/2023 17:46,9/21/2023 17:47,7,2,1,2,2,1,60,ProspectofEx-PostExplanation
9/21/2023 17:46,9/21/2023 17:48,10,2,1,1,1,1,32,ProspectofEx-PostExplanation
9/21/2023 17:47,9/21/2023 17:48,12,4,5,5,4,1,40,Control
9/21/2023 17:46,9/21/2023 17:48,8,6,6,7,6,1,39,ProspectofEx-AnteExplanation
9/21/2023 17:47,9/21/2023 17:48,8,3,3,3,3,2,55,Control
9/21/2023 17:47,9/21/2023 17:49,9,6,4,5,5,1,38,Control
9/21/2023 17:46,9/21/2023 17:49,5,3,2,2,2,2,45,ProspectofEx-AnteExplanation
